Historical_Income,Crop_Types,Weather_Forecasts,Market_Conditions,Investment_Machinery,Expenses,Profit_Margins,Farming_Income
36635.85315,Corn,9.805861081,1.092598596,1,3911.773712,0.247829044,47337.79466
21363.33211,Wheat,9.223463093,0.874964778,1,6985.503901,0.609868571,45476.2278
48730.19372,Rice,13.69631139,1.143270821,0,6009.205857,0.759540025,104827.7366
48310.12827,Corn,22.98723864,1.127625406,1,4084.578329,0.545399152,77964.03132
16330.20331,Rice,3.912368316,1.016317502,1,2211.186404,0.275669193,22336.2029
27376.18277,Wheat,17.1206461,1.084097119,1,1849.770079,0.549032916,42932.85111
18539.52394,Rice,12.62927856,0.925740045,1,8483.664998,0.659808328,23414.5261
17817.82225,Rice,0.681130807,0.98846716,0,9265.577879,0.443849922,18729.20404
6659.912631,Rice,25.14519945,1.128654759,1,6848.092421,0.727902649,15149.28201
32430.39503,Wheat,21.89704086,0.983706079,1,1930.907034,0.589209772,47292.03199
27620.55605,Corn,16.33807339,0.943119306,1,4618.244952,0.739549351,50153.48554
7316.543806,Rice,24.02326916,0.997684979,1,7560.452801,0.574103187,16459.24391
17539.09089,Corn,24.69176804,1.131299701,1,8018.387956,0.278772783,32242.94093
45871.96487,Corn,18.33451907,0.934083219,1,2063.967601,0.385815027,55117.79078
15780.28508,Rice,23.48053313,0.869504637,0,1000.27647,0.321076969,20503.36617
11520.26924,Corn,17.89885847,1.084805608,1,7409.233413,0.745295899,24973.67494
27025.37421,Wheat,17.20563087,1.130391285,1,4209.365584,0.65624004,48225.99601
49354.27043,Wheat,14.74445513,0.840254991,1,3290.331985,0.605839021,62735.56076
15892.48722,Wheat,20.10866558,0.895949645,1,1116.077228,0.380579792,27705.49714
35246.09963,Wheat,-3.655795788,0.856788796,1,5862.694661,0.310426863,40710.35687
39272.88269,Rice,25.23483037,0.939176565,0,8660.356619,0.653870653,64181.4868
15693.68948,Rice,24.87374111,0.980140392,1,9618.684816,0.484494768,18724.14659
37769.73569,Wheat,-8.830108679,1.099530535,0,6091.704556,0.335473731,49364.43645
21550.24097,Corn,23.03267002,1.060459034,1,5630.15195,0.569973187,33031.58029
33453.76238,Wheat,-4.845205301,1.048371427,0,1765.507469,0.224200311,42315.00794
33508.83698,Wheat,3.40475417,0.940949979,1,5939.855214,0.395702152,38685.58346
29109.86078,Rice,19.74033025,1.136579021,1,4419.811711,0.481134197,48955.07408
9063.039652,Corn,-3.569604158,0.988514867,0,6464.217528,0.288775,3103.544124
42588.6123,Corn,22.71868096,1.191641975,1,4498.537131,0.790792687,85283.1688
19435.10292,Wheat,23.28536712,1.053656855,1,3162.692111,0.325458419,30497.2002
13393.33297,Wheat,10.29870935,0.850505897,0,1854.687477,0.278211878,17579.203
6834.88137,Corn,-9.744565131,1.070471025,1,3834.266001,0.322120924,7713.970059
31590.18244,Rice,1.481525327,0.930041606,1,1869.803509,0.66143668,43724.49385
35490.39628,Corn,14.67707674,1.074530879,1,2592.072557,0.455303396,50361.74374
5746.452302,Wheat,29.24744712,0.827856459,0,9886.025427,0.539249564,5456.234757
28044.18762,Wheat,15.27254108,0.869952575,0,4996.932012,0.212605494,32806.66601
15192.30988,Wheat,0.392143243,1.142294904,0,5786.845899,0.220658785,25824.66083
34032.77557,Rice,15.36022812,0.890871823,0,8862.566759,0.46749533,42010.09861
12846.48931,Rice,11.59941519,1.13481645,0,9960.120104,0.689993146,18869.94644
36092.19821,Wheat,21.19381581,0.911710435,1,6244.430044,0.731143327,58303.58648
22403.09058,Wheat,-5.720774447,1.057152764,1,8312.264389,0.252023941,25534.62054
47152.84949,Rice,20.4411161,1.077660229,1,3942.469219,0.523017861,74800.50959
11188.44249,Wheat,11.65066315,1.005061901,1,3751.695617,0.747937812,26282.07622
20347.9858,Rice,28.51968015,0.922124271,0,4624.333489,0.432783653,31019.42919
10106.30846,Wheat,3.674886642,0.885057751,0,7052.565364,0.697739499,15975.5854
46611.21282,Corn,15.30487573,0.813275742,1,7139.725203,0.280217393,42170.58978
44480.2709,Rice,27.28112422,0.92157856,0,3837.154912,0.761236694,73253.71016
16607.37325,Corn,-5.89961088,1.061265116,1,2198.889317,0.650853991,34409.30062
34699.28207,Wheat,27.48913949,1.175321927,1,6691.566308,0.764800636,70095.39083
41774.99901,Corn,17.51542889,1.148481793,1,2154.93276,0.60597034,83806.53561
29984.03652,Wheat,-7.286517636,1.106425911,1,6206.432574,0.418042359,53507.44467
28834.27603,Corn,2.038542678,1.115378937,1,7240.799153,0.762908704,65015.8251
15883.35309,Corn,18.32688355,1.065993961,1,7305.503468,0.365340066,24643.5508
9189.624551,Rice,-7.305975941,0.904114743,1,7781.248996,0.399303513,14563.03681
45374.70911,Wheat,13.28681841,1.162878012,1,8855.734794,0.620485051,92576.23776
45518.81257,Wheat,3.835322278,1.068292925,1,5499.630928,0.65918978,82919.09695
33489.56558,Rice,14.83662071,1.024176252,1,7572.242706,0.75764209,57779.57827
20256.3406,Corn,-8.170318647,0.844395788,1,6572.554618,0.322881445,20384.33777
20714.43086,Rice,24.86147225,0.978822218,1,2679.759458,0.678798821,35231.67182
37668.00555,Corn,28.93955877,0.984143308,1,1231.206804,0.643127632,54459.11004
45369.9617,Wheat,28.75511421,1.145825444,1,3560.872471,0.238276734,63656.82966
44918.88909,Rice,19.98607327,1.018659288,0,4987.303357,0.432333885,71022.09958
40094.39956,Corn,-4.796550395,0.95216022,1,6553.9535,0.369659274,41332.24354
33891.42408,Wheat,20.33052784,1.190720131,1,8649.633975,0.382694255,63471.31498
8786.298425,Wheat,-9.016523342,0.844288237,1,2766.21145,0.789768128,18888.67248
12273.29213,Rice,-9.115057939,0.969019371,0,2129.948109,0.585666448,16559.59968
45434.93848,Rice,2.944408766,0.81680987,1,9671.319527,0.630605695,63231.51361
32289.30768,Wheat,9.545727616,1.095961648,1,1972.401034,0.785970582,63217.38498
5413.867323,Wheat,20.81629671,1.167230621,1,5306.419631,0.426321069,15163.20518
9566.219429,Wheat,17.33181506,0.912014932,1,6270.073559,0.681104101,19580.26722
34857.57961,Corn,7.836108255,1.143336671,1,5872.369788,0.460718578,51215.05012
5227.771273,Rice,0.945066651,0.916887292,1,1774.289413,0.721720203,11188.994
12236.36231,Wheat,29.88498001,1.164308065,1,1513.242226,0.308394525,17612.42057
29693.02052,Wheat,7.047252089,1.101584761,0,1949.350847,0.768611706,58264.35333
36135.2839,Wheat,8.055480973,1.121962711,1,6270.289155,0.331263025,50331.79324
34338.25668,Corn,-3.455047152,0.807202622,0,5899.103989,0.395732304,47427.49681
15092.11893,Corn,21.79238195,1.185124143,1,3103.667128,0.65371534,34778.71874
37048.06496,Rice,17.74728903,1.090668397,0,6739.967277,0.436253085,54336.04322
15676.20894,Corn,-1.169215488,0.921900438,0,8380.607519,0.564926826,15943.11905
19642.98642,Rice,-6.704758175,1.131757866,0,1374.210639,0.466744101,30678.97806
38592.11323,Rice,17.21997208,0.912608479,0,5483.169492,0.645421962,60123.4352
34233.48046,Rice,16.18044857,1.149101536,1,7203.793709,0.336998751,53795.54513
43215.05347,Wheat,0.93038108,0.845032156,1,3270.807344,0.235074792,51368.26102
34592.58015,Corn,28.03454249,1.081474391,1,3769.938148,0.379957638,55575.17941
30573.88715,Corn,-3.957684329,1.016279391,0,6522.741127,0.484585199,50976.29952
9215.364552,Rice,7.293392042,0.838613788,0,9081.417641,0.300812031,11687.1238
21547.21114,Wheat,27.74463681,0.896757531,0,8289.319783,0.412878374,20354.02373
16934.10655,Corn,6.789092677,0.804961615,0,6248.171972,0.439989811,18650.44873
15979.53395,Rice,15.54103791,0.987507186,1,7571.99546,0.234435106,24779.71692
48785.47496,Corn,5.903775919,0.920506104,0,4283.402232,0.549984349,69348.04014
22689.39761,Corn,0.968608094,1.039342994,1,6768.689753,0.730606057,43326.71885
45142.09498,Wheat,29.35910592,0.918895123,0,5195.63432,0.291045748,51959.93463
33401.23817,Wheat,6.373360253,0.919967645,0,2709.425228,0.558684808,42746.29858
40766.50866,Corn,25.76396815,1.097277279,1,7315.644465,0.598843523,70903.0099
27618.66919,Wheat,-0.801815764,0.819257134,1,6008.181736,0.451600808,34390.30645
30960.67481,Rice,-1.475811839,1.161157998,0,4227.594238,0.620658552,54984.61751
27163.29622,Wheat,-8.754636685,1.14090555,0,9202.052711,0.446438926,43647.67875
13785.93445,Rice,16.06667302,1.067121873,1,1188.40706,0.502782373,17410.52433
37510.34519,Corn,4.741053749,1.037288628,0,3841.958361,0.204411827,52458.74999
17634.75631,Wheat,24.57432999,1.156920999,0,1511.93258,0.615032068,31477.6376
6094.218489,Rice,8.928396268,0.874132072,1,7898.745846,0.596805607,15770.20365
34046.25332,Wheat,28.72773712,0.831587665,1,7318.967087,0.223040526,42271.00602
12969.98057,Wheat,-2.578979372,0.895804068,1,3982.169969,0.420950064,16104.16569
47320.6363,Rice,24.74492672,1.117831311,1,7080.96612,0.787419104,89505.95121
47926.78597,Wheat,21.06387411,0.813868107,1,4563.435036,0.452441938,46224.58073
46168.89756,Wheat,20.83687379,1.033122734,1,7806.284123,0.501167243,64242.69647
21657.14151,Corn,23.79132912,1.198175006,1,5087.652965,0.745958095,38436.77222
5695.547744,Rice,20.44095964,1.142278438,1,4710.51755,0.630357126,17499.29081
46774.33532,Rice,15.04881287,1.008578276,0,9412.569239,0.549242079,73665.51417
24268.28667,Wheat,-4.750204893,0.825456364,1,3257.911899,0.678682809,35576.08771
48499.46686,Corn,-8.69895282,1.132549406,1,2084.02606,0.71861976,83298.31394
48362.89897,Rice,26.83391391,1.039591403,1,6260.888019,0.474132843,68126.10889
43385.4255,Corn,14.66601258,0.845973199,1,9723.896311,0.485065019,58941.60244
18250.20014,Rice,21.86149164,0.837542914,1,4400.552924,0.431630561,23316.81013
22329.39779,Rice,9.260894061,1.163850728,0,1558.330873,0.780023684,45523.38195
43301.15022,Corn,-5.307672442,1.067680105,1,4053.747406,0.618299753,77641.08446
19261.49023,Corn,-4.992568312,1.13171472,0,5553.384889,0.24993384,35425.68686
12627.1736,Rice,17.42261149,1.15159156,1,2457.30706,0.717775774,23873.5605
30056.05681,Corn,7.212235796,1.028708941,0,6922.919963,0.488335965,46364.61102
47126.96484,Wheat,-1.979010932,1.006978541,1,9979.744501,0.241252344,59867.66005
36321.34085,Corn,9.66378187,0.972170964,0,5065.655284,0.529830353,65979.70387
30652.75265,Rice,-7.431642517,0.926778635,1,4192.557011,0.450298567,30703.75906
9372.94222,Wheat,13.27885608,0.973838384,1,4606.337502,0.726649643,19176.50839
32675.3252,Rice,0.759736177,1.109551862,0,2036.315606,0.322396762,47369.44096
49552.42325,Rice,21.90236403,1.040769372,1,8949.462413,0.695878766,90294.81125
11303.78069,Corn,2.414478357,1.157009316,1,4733.4309,0.534613215,16783.69825
28324.83436,Corn,8.208805963,0.977352006,0,4485.469703,0.232766182,33882.2524
44481.78824,Corn,-9.535178404,1.042835831,1,6937.212456,0.783107181,86270.40699
38334.5878,Wheat,-7.102124488,1.052523021,0,4978.300788,0.507569146,76392.00545
36365.70834,Corn,5.699742256,1.036678865,1,6834.101219,0.374526113,55859.21231
36611.78378,Wheat,9.197553389,1.081053509,1,1553.016611,0.481644105,54402.10459
21177.1018,Wheat,14.00082192,0.894973387,1,8323.510094,0.71471467,30380.0902
18211.63299,Corn,1.666503148,1.004945511,1,9464.535576,0.382941875,23043.11514
41421.252,Rice,17.79927545,0.841689921,0,6838.888475,0.315605838,36888.86916
41455.10276,Corn,24.40489589,0.953804531,0,9591.09336,0.277442748,48859.71814
44018.25434,Rice,21.19403956,0.995066827,1,2362.890829,0.378715639,64053.41346
46095.82487,Wheat,-8.415246986,1.060889704,1,5296.745705,0.668028852,75199.76378
28010.40795,Wheat,9.22027789,1.180212421,1,6416.260606,0.482975819,54266.97101
27568.23326,Wheat,-5.802792863,1.040260427,1,6235.629827,0.336488962,40766.89447
40923.28305,Wheat,-0.318199365,1.097437566,1,4613.156012,0.299711,54699.82679
34248.37688,Rice,29.46650373,1.002506424,1,4042.759684,0.399637686,47347.81701
36588.50948,Corn,-4.300178284,1.053641613,1,2141.416203,0.763954624,75994.13442
40810.67012,Wheat,9.955526138,0.828372886,1,4525.682055,0.405816028,51193.39198
45050.24038,Wheat,14.72622937,0.901756632,1,2463.947336,0.792874446,72878.28273
20209.78206,Rice,18.09859882,0.944741237,0,7609.291088,0.491138273,27281.9081
21901.23287,Rice,12.38594734,0.988997342,1,2879.478419,0.307498351,28703.80101
9229.187293,Wheat,-9.609166103,0.818259498,1,1527.087748,0.734684055,10541.29097
31022.60634,Wheat,3.05845233,0.856009639,1,5971.29524,0.476213224,28678.05426
6617.402321,Rice,10.70846574,0.910725723,0,6357.067594,0.625802806,20009.01536
25951.91082,Wheat,-6.485340034,1.188613076,1,8847.217552,0.79022695,55999.36286
29419.00856,Corn,4.025077248,0.932538803,1,6192.834512,0.23010521,35737.89414
17894.35635,Wheat,-8.671875648,0.992816423,1,4109.327684,0.258016736,22060.14864
31587.49673,Rice,-6.856860114,0.878439085,0,8227.106934,0.632274045,41616.253
6372.511247,Corn,5.876931048,1.044312028,0,5862.510039,0.369095002,8181.554434
6680.668494,Corn,-4.691369838,0.912273286,1,1713.522562,0.310580838,-9.513862262
42017.02523,Corn,12.70163393,0.882797031,1,6092.655043,0.223617128,56772.4571
21208.57886,Rice,17.57859877,1.006629051,1,9172.166909,0.213108027,19726.29148
10717.72307,Rice,22.02346796,0.80220232,1,4566.813629,0.664691362,9152.82252
28500.9467,Wheat,-1.99399023,0.803065613,0,3666.932217,0.280660056,27110.61814
39649.70989,Corn,-3.30069671,0.887627524,1,2291.225113,0.48063237,58550.01158
14711.94624,Rice,-5.817286387,0.814688545,0,2363.009697,0.563538089,18812.57166
33030.07141,Rice,15.45720998,0.843210302,1,4894.943359,0.45701108,34398.96859
8840.635925,Rice,18.25902906,0.93554426,1,6361.118417,0.216263991,16331.17555
7325.677453,Wheat,-8.736554207,1.121034272,1,1725.538647,0.670100902,17370.43204
28910.95842,Corn,27.44848985,1.028819457,1,9456.117301,0.206307935,38572.78685
29328.58047,Wheat,-7.921148654,1.00506709,1,7796.202557,0.657133937,52426.32484
33684.34557,Wheat,11.65185341,0.917395529,1,6279.615265,0.735982696,65616.91769
37674.11002,Wheat,18.36242078,1.172701488,0,8455.948038,0.459703953,75415.90287
48913.34358,Wheat,24.83876495,0.958806016,1,1721.680811,0.521325484,67914.16669
28233.51567,Rice,18.56347729,0.834837107,1,5291.5499,0.486190036,43149.49857
19533.04128,Corn,22.06912332,1.046826606,0,6670.838142,0.433525171,31228.14408
40783.37876,Rice,3.578007702,0.845535357,1,8457.876155,0.732454721,62237.08169
17187.45131,Wheat,22.59300455,0.938089257,1,8051.22604,0.736360106,19534.61088
24753.71393,Rice,-6.795406145,1.002964775,1,3493.623247,0.401489819,33943.00345
8530.53716,Wheat,25.79266624,1.14968901,1,9467.921526,0.569041852,11324.20482
6140.783454,Rice,11.90369505,0.997418632,1,2119.112573,0.756144537,14896.55965
48319.17866,Corn,22.6919108,1.080903506,0,8876.202568,0.777235099,98177.49421
42619.10542,Rice,8.092731381,1.197126736,0,9738.462246,0.505375424,66432.53074
36318.83927,Wheat,15.74310781,0.852595648,1,2594.381709,0.471694883,45461.27615
23402.8825,Rice,11.05610644,0.90989261,1,7498.594578,0.36721659,34722.96776
12798.2444,Corn,19.26358087,0.95783043,0,1362.569669,0.775323124,20829.48882
12039.66692,Wheat,-6.734800719,0.968731271,1,4648.805426,0.285688583,18640.56367
16260.93042,Corn,-7.58591664,0.96440843,1,5646.549693,0.547897746,26030.23589
29715.19991,Corn,-0.11587064,1.163044401,1,6225.807033,0.369530161,49039.39619
37156.81652,Wheat,-3.618212795,1.085613058,0,9423.435234,0.367404974,53801.70468
34708.88195,Wheat,24.87134266,1.043162086,1,7050.256186,0.442981152,46163.09968
17597.02536,Wheat,-1.231440506,0.923749087,1,5331.501561,0.799275761,23640.0016
47968.93763,Wheat,29.03461023,1.129516154,1,8287.075326,0.232979784,70351.69092
